sentences,labels
"['榆', '阳', '区', '上郡', '小区']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['我', '要', '到', '中', '三环']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '常', '化', '物流', '港']","['IO', 'IG', 'IG', 'IG', 'IG']"
"['三', '岔', '湖', '景区']","['IA', 'IA', 'IA', 'IA']"
"['导', '(', 'unknown', ')', '南山区', '前海', '(', 'unknown', ')']","['IO', 'X', 'X', 'X', 'IG', 'IG', 'X', 'X', 'X']"
"['去', '包头']","['X', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['导航', '到', '胜家', '酒店']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '石桥', '铺']","['IO', 'X', 'IG', 'IG']"
"['你', '好', '神州']","['X', 'X', 'X']"
['第一个'],['IP']
"['(', 'side', ')', '(', 'unknown', ')', '绵阳', '成绵', '路', '成绵', '路', '在', '哪', '呢']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '去', '三', '泰', '翔', '庄']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['打开', '导航']","['IO', 'IN']"
"['(', 'unknown', ')', '去', '广', '夏', '新城']","['X', 'X', 'X', 'X', 'IG', 'IG', 'IG']"
"['安顺', '火车站']","['IA', 'IA']"
"['导航', '到', '五', '里', '庙', '机电', '城']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['石门县', '人民政府']","['IA', 'IA']"
"['长', '亮', '纺纱', '厂']","['IA', 'IA', 'IA', 'IA']"
"['我', '要', '去', '青岛市', '眼科', '医院']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['要', '去', '惠', '山区', '理想', '城市']","['X', 'X', 'IG', 'IG', 'IG', 'IG']"
['取消'],['IO']
"['我', '要', '去', '万', '景', '国际']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '去', '尚', '东', '辉煌']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '山水', '家园']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '公兴', '中学']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '双', '八', '镇政府']","['IO', 'X', 'IG', 'IG', 'IG']"
"['海州', '区', '板', '浦镇']","['IA', 'IA', 'IA', 'IA']"
"['关闭', '导航']","['IO', 'IN']"
"['我', '要', '去', '许昌市', '招商', '银行']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '三', '中', '高新', '校区']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '厦门']","['X', 'X', 'X', 'IG']"
"['公主岭市', '第一个']","['IA', 'IP']"
"['野人', '烧烤']","['IA', 'IA']"
"['国贸', '回', '国贸']","['IG', 'X', 'IG']"
"['导航', '到', '元', '和', '县']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['到', '平阳县']","['X', 'IG']"
"['退出', '导航']","['IO', 'IN']"
"['新城', '十二区']","['IA', 'IA']"
"['帮', '我', '导航', '去', '皇', '庭']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '导航', '到', '唉']","['X', 'X', 'X', 'IO', 'X', 'X']"
"['到', '上犹县', '城']","['X', 'IG', 'IG']"
['导航'],['IO']
"['结束', '导航']","['IO', 'IN']"
"['导航', '到', '(', 'unknown', ')']","['IO', 'X', 'X', 'X', 'X']"
"['到', '成都']","['X', 'IG']"
"['到', '石桥']","['X', 'IG']"
"['导航', '华夏', '银行']","['IO', 'IG', 'IG']"
"['到', '绵阳', '外国语', '实验', '学校']","['X', 'IG', 'IG', 'IG', 'IG']"
"['闭', '导航']","['IO', 'IN']"
"['导航', '到', '东莞市', '樟木', '头', '医院']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '建设路']","['X', 'X', 'X', 'IG']"
"['昌吉', '五洲', '女子', '医院']","['IA', 'IA', 'IA', 'IA']"
"['导航', '到', '文博', '园', '小区']","['IO', 'X', 'IG', 'IG', 'IG']"
"['上', '东', '一号']","['IA', 'IA', 'IA']"
"['到', '汇通', '国际', '广场']","['X', 'IG', 'IG', 'IG']"
"['回家', '啦']","['X', 'X']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['昆仑', '盛', '阳', '门']","['IA', 'IA', 'IA', 'IA']"
"['去', '黄石', '团城', '山']","['X', 'IG', 'IG', 'IG']"
['导航'],['IO']
"['万山', '农庄']","['IA', 'IA']"
"['我', '想', '去', '一下', '北京天安门']","['X', 'X', 'X', 'X', 'IG']"
"['给', '我', '导航', '到', '淮安市', '白马湖', '农场']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '洛', '兰', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['定'],['X']
"['继续', '导航', '没有', '了']","['IO', 'IO', 'X', 'X']"
"['园', '洲', '路', '五十五', '号']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '乐山大佛']","['IO', 'IG']"
"['导航', '到', '句容市', '余', '坤', '开元', '大酒店']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '南岳', '大庙']","['IO', 'X', 'IG', 'IG']"
"['打开', '导航']","['IO', 'IN']"
"['导航', '到', '衡山', '新桥', '农村', '客运站']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['世纪', '城', '的', '伊春', '国际']","['IB', 'IB', 'X', 'IC', 'IC']"
['中医院'],['IA']
['确定'],['X']
"['去', '金泰', '小区']","['X', 'IG', 'IG']"
"['乡里', '大道', '鑫', '华', '市场']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '去', '晴隆']","['IO', 'X', 'IG']"
"['我', '想', '去', '沙河', '桥', '派出所']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '临江', '大道']","['IO', 'X', 'IG', 'IG']"
"['去', '一', '中心', '医院']","['X', 'IG', 'IG', 'IG']"
"['导航', '襄', '县', '湖头', '里', '鱼塘']","['IO', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['航', '到', '高碑店']","['X', 'X', 'IG']"
"['你', '好', '请到', '澧县']","['X', 'X', 'X', 'IG']"
"['帮', '我', '导航', '到', '公明', '下', '石家']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['请', '导航', '到', '攀枝花', '第七', '中学']","['X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['找', '一个', '加油站']","['IO', 'X', 'IA']"
"['帮', '我', '导航', '到', '辛', '辟', '酒店']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['闭', '导航']","['IO', 'IN']"
"['帮', '我', '导航', '常州', '恒力', '机械', '有限公司']","['X', 'X', 'IO', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '圣地', '布达', '拉', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['都', '不', '去']","['X', 'X', 'X']"
"['到', '息县', '老', '汽车站']","['X', 'IG', 'IG', 'IG']"
"['航', '到', '担', '山', '屯']","['X', 'X', 'IG', 'IG', 'IG']"
"['退出', '导航']","['IO', 'IN']"
"['东', '昌', '区']","['IA', 'IA', 'IA']"
"['我', '要', '去', '六', '街', '镇']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '万达']","['X', 'X', 'X', 'IG']"
"['我', '要', '去', '东平湖', '去', '玩']","['X', 'X', 'X', 'IG', 'X', 'X']"
"['你', '好', '我', '要', '去', '苗山', '中队']","['X', 'X', 'X', 'X', 'X', 'IG', 'IG']"
"['带', '我', '回家']","['X', 'X', 'X']"
"['导航', '到', '高速', '出口', '高速', '路口']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['关', '导航', '关', '中环线']","['IG', 'IN', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['去', '华师', '东南', '门']","['X', 'IG', 'IG', 'IG']"
"['三四三', '水', '广场']","['IA', 'IA', 'IA']"
"['我们', '要', '去', '金城', '金', '宸', '国际', '大酒店', '(', 'side', ')', '(', 'unknown', ')', '往', '哪', '走', '金', '宸', '国际', '酒店', '一直', '往', '左拐', '吧']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'X', 'X', 'X', 'X']"
"['退出', '导航']","['IO', 'IN']"
"['到', '鲁', '东', '大学', '北', '十二', '宿舍']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '泗洪县']","['IO', 'X', 'IG']"
"['雪', '岳山', '(', 'unknown', ')']","['IA', 'IA', 'X', 'X', 'X']"
"['找', '一', '下海', '尚', '国际', '同安', '区', '的', '(', 'unknown', ')', '路']","['IO', 'X', 'X', 'IB', 'IB', 'IB', 'IB', 'X', 'X', 'X', 'X', 'X']"
"['请', '导航', '到', '徐家', '大院']","['X', 'IO', 'X', 'IG', 'IG']"
"['继续', '上次', '导航']","['IO', 'X', 'IO']"
['各'],['X']
"['到', '融', '广', '春天']","['X', 'IG', 'IG', 'IG']"
['确定'],['X']
"['导航', '到', '小', '庄村']","['IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
['第一个'],['IP']
"['导航', '到', '东', '岗', '世纪', '新村']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['最近', '的', '那', '一个']","['IK', 'X', 'X', 'X']"
['关闭'],['IO']
"['我', '要', '去', '思明区', '香莲', '路', '七天', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '江上', '一品']","['IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
['导航'],['IO']
"['我', '要', '去', '殡仪馆']","['X', 'X', 'X', 'IG']"
['导航'],['IO']
"['导航', '去', '菏泽', '皇', '镇']","['IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', 'e', '时代', '宾馆']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '去', '灯', '明', '寺', '到', '灯', '明', '寺', '吧', '(', 'unknown', ')']","['X', 'X', 'IG', 'IG', 'IG', 'X', 'IG', 'IG', 'IG', 'X', 'X', 'X', 'X']"
"['一', '中学']","['IA', 'IA']"
"['我', '要', '到', '浙江', '宾馆']","['X', 'X', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '请', '给', '我', '导航', '工人', '市', '乐', '消防支队']","['X', 'X', 'X', 'X', 'X', 'X', 'IO', 'IG', 'IG', 'IG', 'IG']"
"['去', '安科']","['X', 'IG']"
['回家'],['X']
"['我', '要', '去', '鞍钢', '总院']","['X', 'X', 'X', 'IG', 'IG']"
['导航'],['IO']
"['导航', '到', '太原', '理工大学', '明', '向', '校区']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['介绍', '一下', '路况']","['X', 'X', 'X']"
"['邻水县', '森林', '豪', '庭']","['IA', 'IA', 'IA', 'IA']"
"['宝安区', '教育城', '学子', '路', '四号', '宝安', '职业', '技术学校', '不', '知道']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'X', 'X']"
"['安徽省', '枞阳', '新世纪', '实验', '小学']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['帮', '我', '导航', '到', '杭州市', '开发区', '白杨', '街道', '社区']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '金港', '大道', '一号']","['X', 'IG', 'IG', 'IG']"
"['到', '大', '广', '高速']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '蒙', '阴', '县']","['IO', 'X', 'IG', 'IG', 'IG']"
"['去', '玉田', '供销', '大厦']","['X', 'IG', 'IG', 'IG']"
"['导航', '到', '华西', '商业城']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '城市', '便捷', '酒店', '柳州', '站', '店']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['嗯', '宁海', '县']","['X', 'IA', 'IA']"
"['导航', '去', '灵岩山']","['IO', 'X', 'IG']"
"['我', '要', '去', '小', '伊', '乡政府']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '去', '舞钢', '寺', '坡', '火车站']","['X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['海门', '莲花峰']","['IA', 'IA']"
"['帮', '我', '导航', '眉山', '大道', '东', '三十', '号']","['X', 'X', 'IO', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '后卫', '寨']","['X', 'X', 'X', 'IG', 'IG']"
"['荷塘', '盛宴']","['IA', 'IA']"
"['去', '仰', '佛', '山庄']","['X', 'IG', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['城北', '新村']","['IA', 'IA']"
"['导航', '到', '邓州市', '公安局']","['IO', 'X', 'IG', 'IG']"
"['导航', '去', '华西']","['IO', 'X', 'IG']"
"['导航', '去', '芦', '庄', '六区']","['IO', 'X', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['去', '山西']","['X', 'IG']"
"['打开', '导航']","['IO', 'IN']"
"['导航', '中原', '城市', '广场', '停车场']","['IO', 'IG', 'IG', 'IG', 'IG']"
"['安海', '成功', '小学']","['IA', 'IA', 'IA']"
"['我', '要', '去', '医院']","['X', 'X', 'X', 'IG']"
"['到', '格尔木', '怎么', '走']","['X', 'IG', 'X', 'X']"
"['去', '三河']","['X', 'IG']"
['第三个'],['IP']
"['(', 'unknown', ')', '小学']","['X', 'X', 'X', 'IA']"
"['(', 'side', ')', '我', '靠', '(', 'unknown', ')', '还有', '住在', '这个', '地方', '的']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
['第一个'],['IP']
"['我', '要', '去', '安顺市']","['X', 'X', 'X', 'IG']"
"['永州', '德', '雅', '学校']","['IA', 'IA', 'IA', 'IA']"
"['导航', '到', '贵阳', '南', '收费站']","['IO', 'X', 'IG', 'IG', 'IG']"
['再见'],['X']
"['我', '要', '去', '汇', '豪', '天下']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '汶上', '县', '寅', '寺', '镇', '人民政府']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '吃', '常州市', '淹', '城', '野生', '动物园']","['X', 'X', 'X', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['嘉峪关', '继续', '导航']","['IG', 'IO', 'IO']"
['导航'],['IO']
"['导航', '梨树县', '小城', '子', '镇', '二', '里', '界', '村']","['IO', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['拇指', '汽车', '服务', '中心']","['IA', 'IA', 'IA', 'IA']"
"['到', '江山', '市', '塘', '石', '镇']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['新', '都', '区', '三河', '场']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['中', '乐', '路', '添', '景', '园']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '到', '四川省', '中江县', '(', 'unknown', ')']","['IO', 'X', 'IG', 'IG', 'X', 'X', 'X']"
"['请', '导航', '到', '大食堂']","['X', 'IO', 'X', 'IG']"
"['退出', '导航', '顺便', '闭嘴']","['IO', 'IN', 'X', 'X']"
"['我', '要', '去', '周至', '县', '人民政府']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['退出', '退出']","['IO', 'IO']"
"['(', 'side', ')', '你', '看', '他', '一', '来', '就', '行', '我们', '那么', '的', '不会', '用', '搞', '来', '搞', '去', '的', '不', '知道', '是', '去', '哪个', '码头', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['哈尔滨', '滨江', '站']","['IA', 'IA', 'IA']"
"['去', '岳池县']","['X', 'IG']"
"['荔浦县', '人民政府']","['IA', 'IA']"
"['(', 'noise', ')']","['X', 'X', 'X']"
"['我', '要', '到', '米', '易县', '平', '朗', '村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '杰', '顺', '花园']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '到', '山东省', '日照市']","['X', 'X', 'X', 'IG', 'IG']"
['日喀则市'],['IA']
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['宏', '轩', '酒店']","['IA', 'IA', 'IA']"
"['航', '去', '新兴', '汽车', '驾驶员', '科目', '一', '考试', '点儿']","['X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '去', '南阳', '火车站']","['IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['取消', '导航']","['IO', 'IN']"
"['我', '要', '去', '中', '通', '快递']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '洛阳', '市中心医院']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '厦门', '集美', '大学', '城市', '学院']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['台江', '交警大队', '导航']","['IG', 'IG', 'IO']"
"['导航', '去', '泉州']","['IO', 'X', 'IG']"
"['导航', '蒲城', '东站']","['IO', 'IG', 'IG']"
"['我', '要', '去', '金沙', '雅', '苑', '二期']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '在', '南京市', '浦口', '区', '镇', '南河', '路']","['X', 'X', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['导航', '去', '湛江', '龙头']","['IO', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '滨', '道外区', '人民医院', '门诊']","['X', 'X', 'X', 'IA', 'IA', 'IA', 'IA']"
"['拉萨', '市人民医院']","['IA', 'IA']"
"['连接', '手机', '导航']","['IO', 'X', 'IN']"
"['导航', '到', '家里']","['IO', 'X', 'X']"
['人民医院'],['IA']
"['导航', '雁', '田', '水库']","['IO', 'IG', 'IG', 'IG']"
"['请', '帮', '我', '导航', '到', '恒艺']","['X', 'X', 'X', 'IO', 'X', 'IG']"
"['我', '要', '去', '河北', '沧州市', '安溪', '大厦']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['要', '去', '西藏']","['X', 'X', 'IG']"
"['导航', '到', '三福', '户外', '体育用品', '商店']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['想', '去夏', '庄', '社区']","['X', 'X', 'IG', 'IG']"
"['去', '离', '我', '一点四', '千米', '的']","['X', 'X', 'X', 'X', 'X', 'X']"
"['闭', '导航']","['IO', 'IN']"
"['我', '要', '去', '文山', '(', 'unknown', ')']","['X', 'X', 'X', 'IG', 'X', 'X', 'X']"
"['导航', '惠民', '县', '胡', '集镇', '蓝', '家', '村']","['IO', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '导航', '去', '来宾', '镇']","['X', 'IO', 'X', 'IG', 'IG']"
"['导航', '到', '丰满', '区', '邮局']","['IO', 'X', 'IG', 'IG', 'IG']"
"['玉宝', '村']","['IA', 'IA']"
"['(', 'side', ')', '，', '我', '去', '灵山', '饭店']","['X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG']"
['无锡'],['IA']
"['导航', '到', '三', '岔', '线']","['IO', 'X', 'IG', 'IG', 'IG']"
"['去', '裴', '家', '营']","['X', 'IG', 'IG', 'IG']"
"['我', '想', '去', '阿', '城镇', '大王', '里', '村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['税务局'],['IA']
"['打开', '导航']","['IO', 'IN']"
"['(', 'side', ')', '(', 'unknown', ')', '大约', '什么样', '的']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
['导航'],['IO']
['第一个'],['IP']
"['于', '记']","['IA', 'IA']"
"['关东', '文化园']","['IA', 'IA']"
"['我', '要', '去', '滕州市', '五洲', '商贸城']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['导航', '到', '里', '山镇']","['IO', 'X', 'IG', 'IG']"
"['花果园', '请', '导航']","['IG', 'X', 'IO']"
"['我', '要', '去', '武汉', '长江大桥']","['X', 'X', 'X', 'IG', 'IG']"
"['义乌市', '(', 'unknown', ')']","['IA', 'X', 'X', 'X']"
"['到', '重庆', '工程学院', '大足区']","['X', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['我', '要', '去', '万宁']","['X', 'X', 'X', 'IG']"
['导航'],['IO']
"['我', '要', '去', '长', '冲', '云', '大', '医院']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['到', '灵武', '市', '龙城', '华', '庭', '南门']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '京汉', '中心校']","['X', 'IG', 'IG']"
['第五个'],['IP']
['确定'],['X']
"['嘿', '小黑', '到', '无锡市', '华清', '路', '加油站']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['搜索', '大统华', '附近', '停车']","['IO', 'IB', 'IK', 'IC']"
"['嗯', '我', '想', '去', '威海市']","['X', 'X', 'X', 'X', 'IG']"
"['万家', '家居', '博览中心', '万家', '博览中心', '万家', '家居', '博览', '(', 'unknown', ')']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'IA', 'X', 'X', 'X']"
['第二个'],['IP']
"['退出', '导航']","['IO', 'IN']"
"['导航', '去', '瑞金市', '汽车站']","['IO', 'X', 'IG', 'IG']"
"['到', '株', '一', '路口']","['X', 'IG', 'IG', 'IG']"
"['导航', '满', '香', '酒楼']","['IO', 'IG', 'IG', 'IG']"
['第三个'],['IP']
"['我', '要', '去', '首都机场', '二号', '航站楼', '地下']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '同乐', '花园']","['X', 'IG', 'IG']"
"['六合', '方', '州', '广场']","['IA', 'IA', 'IA', 'IA']"
"['导航', '回家']","['IO', 'X']"
"['河北', '农业大学']","['IA', 'IA']"
"['我', '想', '去', '美', '溪']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '赣州', '公证处']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '兴隆', '公安分局']","['X', 'X', 'X', 'IG', 'IG']"
"['宿州市', '植物园']","['IA', 'IA']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['我', '要', '到', '开发区', '管委会']","['X', 'X', 'X', 'IG', 'IG']"
"['易', '导航']","['X', 'IO']"
"['到', '啊', '天', '都', '国际']","['X', 'X', 'IG', 'IG', 'IG']"
"['观音桥', '步行街']","['IA', 'IA']"
"['内蒙古', '蒙西', '矿业']","['IA', 'IA', 'IA']"
"['我', '要', '去', '山亭']","['X', 'X', 'X', 'IG']"
"['东胜', '区', '伊', '煤', '路']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['找', '一个', '离', '我', '最近', '的', '加气站']","['IO', 'X', 'X', 'X', 'IK', 'X', 'IC']"
"['我', '要', '去', '古', '城南路']","['X', 'X', 'X', 'IG', 'IG']"
['一个'],['X']
"['平南', '市场']","['IA', 'IA']"
['确定'],['X']
"['我', '要', '去', '欣', '阳', '广场']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '迎春', '乐', '家']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '三', '台子', '百花', '小区', '南门']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
['导航'],['IO']
"['导航', '回家']","['IO', 'X']"
"['航', '到', '隆林', '县']","['X', 'X', 'IG', 'IG']"
"['导航', '到', '西沙', '路', '(', 'unknown', ')']","['IO', 'X', 'IG', 'IG', 'X', 'X', 'X']"
"['到', '那', '旗', '县政府']","['X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '灵隐山']","['X', 'X', 'X', 'IG']"
"['到', '美国纽约']","['X', 'IG']"
"['去', '月', '湖', '馨', '苑']","['X', 'IG', 'IG', 'IG', 'IG']"
"['我', '去', '沙市', '骨科', '门诊']","['X', 'X', 'IG', 'IG', 'IG']"
